VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
653,STATE WINE & SPIRITS,14013,Joseph Mellot Sancerre White,16.77,24.99,750.0,27,452.78999999999996,0,0,0,0,8014.9800000000005,-452.78999999999996,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,8767,Metcalfe's Raspberry Liqueur,19.68,29.99,750.0,23,452.64,0,0,0,0,68054.7,-452.64,-inf,0.0,0.0
480,BACARDI USA INC,29473,M & R Sweet Vermouth,5.8,8.99,1000.0,78,452.4,0,0,0,0,89286.27,-452.4,-inf,0.0,0.0
653,STATE WINE & SPIRITS,16762,Leese Fitch Svgn Bl,7.53,10.99,750.0,60,451.8,0,0,0,0,8014.9800000000005,-451.8,-inf,0.0,0.0
9552,M S WALKER INC,25181,Grahams 2000 Vintage Port,64.42,95.99,750.0,7,450.94,0,0,0,0,55551.82,-450.94,-inf,0.0,0.0
3252,E & J GALLO WINERY,6842,Delicious White P Vella B/B,9.39,13.99,5000.0,48,450.72,0,0,0,0,61966.91,-450.72,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,44731,Kendall Jackson Sp Sl Merlot,9.39,13.99,750.0,48,450.72,0,0,0,0,17587.59,-450.72,-inf,0.0,0.0
90047,CRUSH WINES,18338,Mile Marker Pnt Gris,9.39,13.99,750.0,48,450.72,0,0,0,0,1457.73,-450.72,-inf,0.0,0.0
1601,VRANKEN AMERICA,10054,Rozes White RSV Porto,12.49,18.99,750.0,36,449.64,0,0,0,0,1048.97,-449.64,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,2242,Cles des Ducs Armagnac VSOP,16.05,30.99,750.0,28,449.4,0,0,0,0,68054.7,-449.4,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,8539,DeKuyper Fleur Elderflower,14.49,19.99,750.0,31,449.19,0,0,0,0,123880.97,-449.19,-inf,0.0,0.0
7153,PINE STATE TRADING CO,23946,Ch La Cardone Medoc 09,13.6,19.99,750.0,33,448.8,0,0,0,0,15884.82,-448.8,-inf,0.0,0.0
9552,M S WALKER INC,18785,Tineta Tinto Fino Ribera Del,9.33,13.99,750.0,48,447.84,0,0,0,0,55551.82,-447.84,-inf,0.0,0.0
4950,LATITUDE BEVERAGE COMPANY,21628,Ironside Cab Svgn,7.84,11.99,750.0,57,446.88,0,0,0,0,1610.0,-446.88,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,781,DeKuyper Cranberry,10.39,12.99,1000.0,43,446.77000000000004,0,0,0,0,123880.97,-446.77000000000004,-inf,0.0,0.0
90047,CRUSH WINES,17194,Uvaggio Primitivo Lodi,8.27,11.99,750.0,54,446.58,0,0,0,0,1457.73,-446.58,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,24587,Woodbridge Harvest Spice Red,4.51,6.99,750.0,99,446.49,0,0,0,0,79528.99,-446.49,-inf,0.0,0.0
60,ADAMBA IMPORTS INTL INC,771,Bak's Krupnik Honey Liqueur,11.44,14.99,750.0,39,446.16,0,0,0,0,367.52,-446.16,-inf,0.0,0.0
3252,E & J GALLO WINERY,46074,Turning Leaf Pnt Nr RSV VDP,7.43,10.99,1500.0,60,445.79999999999995,0,0,0,0,61966.91,-445.79999999999995,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,6365,Fetzer Svgn Bl Cal,7.43,10.99,750.0,60,445.79999999999995,0,0,0,0,68054.7,-445.79999999999995,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,43639,Hamilton Russell Pnt Nr,18.54,27.99,750.0,24,444.96,0,0,0,0,144929.24,-444.96,-inf,0.0,0.0
3252,E & J GALLO WINERY,44369,Gallo Twin Vly Moscato,3.37,4.99,750.0,132,444.84,0,0,0,0,61966.91,-444.84,-inf,0.0,0.0
9552,M S WALKER INC,19312,Carmel Rd Liberated Rsl,9.67,14.99,750.0,46,444.82,0,0,0,0,55551.82,-444.82,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,32543,Villa Cornaro Pinot Grigio,5.29,7.99,750.0,84,444.35999999999996,0,0,0,0,144929.24,-444.35999999999996,-inf,0.0,0.0
9552,M S WALKER INC,26008,Silver Palm Pnt Nr CC,12.33,18.99,750.0,36,443.88,0,0,0,0,55551.82,-443.88,-inf,0.0,0.0
90047,CRUSH WINES,20739,Paydirt Red Paso Robles,12.33,23.99,750.0,36,443.88,0,0,0,0,1457.73,-443.88,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,23193,Martinelli Vellu Ranch Znfdl,36.98,53.99,750.0,12,443.76,0,0,0,0,144929.24,-443.76,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1294,Jeremiah Weed Bourbon,11.99,14.99,750.0,37,443.63,0,0,0,0,257032.07,-443.63,-inf,0.0,0.0
3252,E & J GALLO WINERY,24997,W Hill Merlot Napa,16.43,23.99,750.0,27,443.61,0,0,0,0,61966.91,-443.61,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,15747,BV Coastal Estate Red,6.16,10.99,750.0,72,443.52,0,0,0,0,7259.75,-443.52,-inf,0.0,0.0
9552,M S WALKER INC,14716,Jeio Prosecco Bisol Desidero,12.32,17.99,750.0,36,443.52,0,0,0,0,55551.82,-443.52,-inf,0.0,0.0
653,STATE WINE & SPIRITS,19942,Viu Manent Estate Rsv Malbec,5.47,7.99,750.0,81,443.07,0,0,0,0,8014.9800000000005,-443.07,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21179,Amapola Creek 09 Cab Svgn,40.26,59.99,750.0,11,442.86,0,0,0,0,68054.7,-442.86,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,15222,Le Volte Red Toscana,19.2,28.99,750.0,23,441.6,0,0,0,0,68054.7,-441.6,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,45884,Kendall Jackson Pnt Nr Spl S,9.2,13.99,750.0,48,441.6,0,0,0,0,17587.59,-441.6,-inf,0.0,0.0
90024,VINILANDIA USA,44907,Guntrum Dry Trocken Rheinhsn,9.2,13.99,750.0,48,441.6,0,0,0,0,2802.64,-441.6,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,6981,J Lohr Cypress Merlot,6.12,8.99,750.0,72,440.64,0,0,0,0,144929.24,-440.64,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,18433,Bertani Amarone 04,62.91,94.99,750.0,7,440.37,0,0,0,0,13605.41,-440.37,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,10124,Tormaresca Neprica Puglia,7.33,10.99,750.0,60,439.79999999999995,0,0,0,0,15919.7,-439.79999999999995,-inf,0.0,0.0
3252,E & J GALLO WINERY,35663,Redwood Creek Cab Svgn Cal,4.31,6.29,750.0,102,439.62,0,0,0,0,61966.91,-439.62,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,12595,Yellow Tail Svgn Bl,5.36,7.99,750.0,82,439.52,0,0,0,0,144929.24,-439.52,-inf,0.0,0.0
9552,M S WALKER INC,24040,Merieau 12 Les Hex PN VdP,8.78,12.99,750.0,50,439.0,0,0,0,0,55551.82,-439.0,-inf,0.0,0.0
7153,PINE STATE TRADING CO,15569,Agua de Piedra Malbec Selecn,5.22,7.99,750.0,84,438.48,0,0,0,0,15884.82,-438.48,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,18771,Cigar Zin Old Vine Zinfandel,12.16,17.99,750.0,36,437.76,0,0,0,0,144929.24,-437.76,-inf,0.0,0.0
7255,PSP WINES,20382,Fabrizio Dionisio Rose Syrah,8.1,15.99,750.0,54,437.40000000000003,0,0,0,0,648.71,-437.40000000000003,-inf,0.0,0.0
653,STATE WINE & SPIRITS,19652,Alias Chard,6.07,8.99,750.0,72,437.04,0,0,0,0,8014.9800000000005,-437.04,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,10273,Rebel Newmans Own Cab Svgn,6.62,9.99,750.0,66,436.91999999999996,0,0,0,0,11595.97,-436.91999999999996,-inf,0.0,0.0
8320,SHAW ROSS INT L IMP LTD,39111,Gekkeikan Sake Cap Ace,2.02,2.99,180.0,216,436.32,0,0,0,0,3151.92,-436.32,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,19822,Ch LaGrange 10 Brdx,72.6,105.99,750.0,6,435.6,0,0,0,0,19016.59,-435.6,-inf,0.0,0.0
8352,LUXCO INC,885,Arrow Apricot Brandy,6.05,7.99,750.0,72,435.59999999999997,0,0,0,0,10261.6,-435.59999999999997,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,24754,Girl & Dragon Malbec,9.45,13.99,750.0,46,434.70000000000005,0,0,0,0,68054.7,-434.70000000000005,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,1790,Morrigan Irish Whiskey,15.5,27.99,750.0,28,434.0,0,0,0,0,68054.7,-434.0,-inf,0.0,0.0
10754,PERFECTA WINES,20507,Ch la Pointe Pomerol,20.64,31.99,750.0,21,433.44,0,0,0,0,28720.52,-433.44,-inf,0.0,0.0
90047,CRUSH WINES,14993,Neirano Prosecco,3.01,4.49,187.0,144,433.43999999999994,0,0,0,0,1457.73,-433.43999999999994,-inf,0.0,0.0
3950,"HOOD RIVER DISTILLERS, Inc.",596,Pendleton Canadian Whisky,17.31,21.99,750.0,25,432.75,0,0,0,0,117.52000000000001,-432.75,-inf,0.0,0.0
3252,E & J GALLO WINERY,2101,New Amsterdam Gin,4.37,5.99,375.0,99,432.63,0,0,0,0,61966.91,-432.63,-inf,0.0,0.0
4692,KOBRAND CORPORATION,25071,Jadot Pommard 13,36.05,52.99,750.0,12,432.6,0,0,0,0,9139.38,-432.6,-inf,0.0,0.0
1650,Circa Wines,24149,La Monacesca Verd di Mattell,13.51,19.99,750.0,32,432.32,0,0,0,0,211.97,-432.32,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,25801,Acacia Winery Pnt Nr Carnero,18.79,27.99,750.0,23,432.16999999999996,0,0,0,0,7259.75,-432.16999999999996,-inf,0.0,0.0
10754,PERFECTA WINES,24792,St Mayhem Wh Peach & Ginger,15.43,22.99,750.0,28,432.03999999999996,0,0,0,0,28720.52,-432.03999999999996,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3634,Silo Lemon Vodka,23.99,29.99,750.0,18,431.82,0,0,0,0,68054.7,-431.82,-inf,0.0,0.0
653,STATE WINE & SPIRITS,6090,8000 Generations Shochu,22.72,29.99,750.0,19,431.67999999999995,0,0,0,0,8014.9800000000005,-431.67999999999995,-inf,0.0,0.0
480,BACARDI USA INC,8692,Grey Goose VX,53.95,74.99,750.0,8,431.6,0,0,0,0,89286.27,-431.6,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,19231,Tasca D'Almerita Rosso 06,23.97,55.99,750.0,18,431.46,0,0,0,0,19016.59,-431.46,-inf,0.0,0.0
653,STATE WINE & SPIRITS,20477,Hayes Valley Chard Monterey,6.53,11.99,750.0,66,430.98,0,0,0,0,8014.9800000000005,-430.98,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,12259,Rex Goliath Chard Free Range,7.18,10.99,1500.0,60,430.79999999999995,0,0,0,0,79528.99,-430.79999999999995,-inf,0.0,0.0
4692,KOBRAND CORPORATION,22473,Cakebread Clrs Cab Svgn 11,86.09,129.99,1500.0,5,430.45,0,0,0,0,9139.38,-430.45,-inf,0.0,0.0
10754,PERFECTA WINES,34982,Baron K Kabinett,12.66,18.99,750.0,34,430.43999999999994,0,0,0,0,28720.52,-430.43999999999994,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,41220,C Krug RSV Generations Napa,35.86,51.99,750.0,12,430.32,0,0,0,0,19016.59,-430.32,-inf,0.0,0.0
90047,CRUSH WINES,22653,Esser Vyds Chard,8.96,14.99,750.0,48,430.08,0,0,0,0,1457.73,-430.08,-inf,0.0,0.0
4848,LAIRD & CO,6136,Casoni Limoncello di Sorento,17.16,22.99,750.0,25,429.0,0,0,0,0,1043.69,-429.0,-inf,0.0,0.0
653,STATE WINE & SPIRITS,20594,Fritz Pnt Nr RRV,17.87,27.99,750.0,24,428.88,0,0,0,0,8014.9800000000005,-428.88,-inf,0.0,0.0
90024,VINILANDIA USA,23934,Talmard Macon Chard,11.91,17.99,750.0,36,428.76,0,0,0,0,2802.64,-428.76,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,19951,Warre's Vintage Port 2000,42.85,65.99,750.0,10,428.5,0,0,0,0,6070.09,-428.5,-inf,0.0,0.0
653,STATE WINE & SPIRITS,23259,Vegan Vines Chard,6.12,8.99,750.0,70,428.4,0,0,0,0,8014.9800000000005,-428.4,-inf,0.0,0.0
6213,MHW LTD,5737,Blue Chair Bay CocSpc Cream,13.38,16.99,750.0,32,428.16,0,0,0,0,9621.58,-428.16,-inf,0.0,0.0
3252,E & J GALLO WINERY,22363,Andre Moscato,3.56,5.99,750.0,120,427.2,0,0,0,0,61966.91,-427.2,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,26211,Compilation Cab Svgn,3.56,5.49,750.0,120,427.2,0,0,0,0,68054.7,-427.2,-inf,0.0,0.0
10754,PERFECTA WINES,45645,Marina Cvetic Mntlcno Abruzo,17.8,28.99,750.0,24,427.2,0,0,0,0,28720.52,-427.2,-inf,0.0,0.0
6213,MHW LTD,589,Bols Blackberry Brandy,7.91,10.99,1000.0,54,427.14,0,0,0,0,9621.58,-427.14,-inf,0.0,0.0
10754,PERFECTA WINES,20174,Dom Bousquet Pnt Nr Rsv,10.95,15.99,750.0,39,427.05,0,0,0,0,28720.52,-427.05,-inf,0.0,0.0
10754,PERFECTA WINES,17437,Thomas Goss Shiraz McLaren,11.84,17.99,750.0,36,426.24,0,0,0,0,28720.52,-426.24,-inf,0.0,0.0
9552,M S WALKER INC,19881,Pravis Pnt Grigio Vignetti,5.91,12.99,750.0,72,425.52000000000004,0,0,0,0,55551.82,-425.52000000000004,-inf,0.0,0.0
9552,M S WALKER INC,14717,Il Donato Pnt Grigio Daunia,5.91,8.99,750.0,72,425.52,0,0,0,0,55551.82,-425.52,-inf,0.0,0.0
9815,WINE GROUP INC,26398,Trapiche Malbec,3.94,5.99,750.0,108,425.52,0,0,0,0,27100.41,-425.52,-inf,0.0,0.0
7153,PINE STATE TRADING CO,21371,Nodus Red,7.09,10.99,750.0,60,425.4,0,0,0,0,15884.82,-425.4,-inf,0.0,0.0
6280,UNCORKED,24627,SMV SMV Blustery Blend White,11.18,16.99,750.0,38,424.84,0,0,0,0,15.26,-424.84,-inf,0.0,0.0
4692,KOBRAND CORPORATION,25186,Jadot Ch d Jacques Morgon 11,8.66,12.99,750.0,49,424.34000000000003,0,0,0,0,9139.38,-424.34000000000003,-inf,0.0,0.0
7153,PINE STATE TRADING CO,27189,Jamieson R Double Lariat Cab,35.29,53.99,750.0,12,423.48,0,0,0,0,15884.82,-423.48,-inf,0.0,0.0
3252,E & J GALLO WINERY,7433,New Amsterdam Orange,8.63,11.99,1000.0,49,422.87,0,0,0,0,61966.91,-422.87,-inf,0.0,0.0
9552,M S WALKER INC,21260,Benvolio Toscana Rosso,8.78,12.99,750.0,48,421.44,0,0,0,0,55551.82,-421.44,-inf,0.0,0.0
3252,E & J GALLO WINERY,14922,Five Oaks Pnt Grigio Cal,2.6,3.79,750.0,162,421.2,0,0,0,0,61966.91,-421.2,-inf,0.0,0.0
3252,E & J GALLO WINERY,28272,Gallo Fairbanks Cream Sherry,2.92,7.79,1500.0,144,420.48,0,0,0,0,61966.91,-420.48,-inf,0.0,0.0
9206,PHILLIPS PRODUCTS CO.,2840,Revel Stoke Roasted Pecan,7.36,10.99,750.0,57,419.52,0,0,0,0,2211.83,-419.52,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,22646,Guillaume Vrignaud Chablis,16.77,25.99,750.0,25,419.25,0,0,0,0,144929.24,-419.25,-inf,0.0,0.0
10754,PERFECTA WINES,24158,Cambridge Pnt Nr RRV,16.12,24.99,750.0,26,419.12,0,0,0,0,28720.52,-419.12,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,26781,Mer Soliel Reserve Chard SB,11.64,16.99,750.0,36,419.04,0,0,0,0,144929.24,-419.04,-inf,0.0,0.0
10754,PERFECTA WINES,43730,Calera Ryan Vyd Pnt Nr,34.92,50.99,750.0,12,419.04,0,0,0,0,28720.52,-419.04,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,15949,Kunde Cab Svgn Sonoma Cnty,8.55,12.99,750.0,49,418.95,0,0,0,0,144929.24,-418.95,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,17989,Porta Vita Bianco,8.05,11.99,1500.0,52,418.59999999999997,0,0,0,0,13605.41,-418.59999999999997,-inf,0.0,0.0
9552,M S WALKER INC,21009,Galerie Naissance Svgn Bl,17.44,25.99,750.0,24,418.56,0,0,0,0,55551.82,-418.56,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,18193,Joseph Phelps Insignia 09,104.57,159.99,750.0,4,418.28,0,0,0,0,68054.7,-418.28,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,7195,Herradura Reposado Barrel 11,34.84,45.99,750.0,12,418.08,0,0,0,0,68601.68,-418.08,-inf,0.0,0.0
1650,Circa Wines,14835,Vinum Cellars Pnt Nr,9.72,14.49,750.0,43,417.96,0,0,0,0,211.97,-417.96,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,11239,Willamette Pnt Nr Valley,17.41,26.99,750.0,24,417.84,0,0,0,0,19016.59,-417.84,-inf,0.0,0.0
2242,DELICATO VINEYARDS INC,46308,Twisted Chard Cal,5.88,8.99,750.0,71,417.48,0,0,0,0,7982.65,-417.48,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,4808,Leroux Polish Blackberry Bdy,7.19,8.99,750.0,58,417.02,0,0,0,0,123880.97,-417.02,-inf,0.0,0.0
90024,VINILANDIA USA,24712,Ennuk Red Terra Alta,12.25,18.99,750.0,34,416.5,0,0,0,0,2802.64,-416.5,-inf,0.0,0.0
10754,PERFECTA WINES,35480,Prinz Salm Der Weib,13.42,19.99,750.0,31,416.02,0,0,0,0,28720.52,-416.02,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,40608,Pinotage Southern Right,9.67,14.99,750.0,43,415.81,0,0,0,0,144929.24,-415.81,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,16455,One Four Brut Rose 1/4,8.66,12.99,187.0,48,415.68,0,0,0,0,15919.7,-415.68,-inf,0.0,0.0
9552,M S WALKER INC,13379,Pertinace Barbera D'Alba,10.13,14.99,750.0,41,415.33,0,0,0,0,55551.82,-415.33,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1252,Jim Beam Bonded Bourbon,13.84,22.99,750.0,30,415.2,0,0,0,0,123880.97,-415.2,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,22781,Rage Znfdl,37.74,56.99,750.0,11,415.14,0,0,0,0,144929.24,-415.14,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,39461,Stags Leap SLV Cab Svgn,69.07,104.99,750.0,6,414.42,0,0,0,0,15919.7,-414.42,-inf,0.0,0.0
9815,WINE GROUP INC,21619,Yosemite Road Pnt Grigio,2.3,3.49,750.0,180,414.0,0,0,0,0,27100.41,-414.0,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,23333,Ch Lagrange St Julien 11 GC,41.37,59.99,750.0,10,413.7,0,0,0,0,19016.59,-413.7,-inf,0.0,0.0
7153,PINE STATE TRADING CO,22940,Leoville Poyfre St Julien 09,206.7,307.99,1500.0,2,413.4,0,0,0,0,15884.82,-413.4,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,23472,Dom Vocoret & Fils Chabls 13,11.48,18.99,750.0,36,413.28,0,0,0,0,144929.24,-413.28,-inf,0.0,0.0
90027,POVERTY LANE ORCHARDS,15891,Farnum Hill Dooryard Cider,8.1,11.99,750.0,51,413.1,0,0,0,0,229.88,-413.1,-inf,0.0,0.0
9552,M S WALKER INC,234,Allen's Ginger Brandy,11.47,15.49,1750.0,36,412.91999999999996,0,0,0,0,55551.82,-412.91999999999996,-inf,0.0,0.0
90024,VINILANDIA USA,26298,Mont Gravet Rose,8.6,12.99,750.0,48,412.8,0,0,0,0,2802.64,-412.8,-inf,0.0,0.0
653,STATE WINE & SPIRITS,6242,Zirbenz Stone Pine Liqueur,34.39,42.99,750.0,12,412.68,0,0,0,0,8014.9800000000005,-412.68,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,21102,Taylor New York Marsala,5.29,7.99,1500.0,78,412.62,0,0,0,0,79528.99,-412.62,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,6935,Fetzer Eagle Peak Merlot Cal,7.23,10.99,750.0,57,412.11,0,0,0,0,68054.7,-412.11,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,11917,Ch de Beaucastel Pape Rouge,137.33,205.99,1500.0,3,411.99,0,0,0,0,144929.24,-411.99,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18569,Sterling Rsv Platinum Red,22.87,45.99,750.0,18,411.65999999999997,0,0,0,0,7259.75,-411.65999999999997,-inf,0.0,0.0
6213,MHW LTD,4077,Blue Chair Bay Coc Spced Rum,10.29,13.99,750.0,40,411.6,0,0,0,0,9621.58,-411.6,-inf,0.0,0.0
10754,PERFECTA WINES,21458,Ch Langoa Barton St Julien,45.63,67.99,750.0,9,410.67,0,0,0,0,28720.52,-410.67,-inf,0.0,0.0
3951,HIGHLAND WINE MERCHANTS LLC,24854,Contramalini Valpo Clsco,11.4,16.99,750.0,36,410.40000000000003,0,0,0,0,29.43,-410.40000000000003,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,14097,Bonny Doon Clos de Gilroy Rd,8.55,19.99,750.0,48,410.4,0,0,0,0,144929.24,-410.4,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,10618,14 Hands Rsl Wash,6.84,9.99,750.0,60,410.4,0,0,0,0,15919.7,-410.4,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,18571,Sterling Vyd Aromatic White,6.5,9.95,750.0,63,409.5,0,0,0,0,7259.75,-409.5,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,19969,Ch D'Issan 10 Brdx,81.81,125.99,750.0,5,409.05,0,0,0,0,19016.59,-409.05,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3075,Pinnacle Whipped Vodka,11.36,14.99,1000.0,36,408.96,0,0,0,0,123880.97,-408.96,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,23032,Zenato Cresasso,51.01,74.99,750.0,8,408.08,0,0,0,0,19016.59,-408.08,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,23525,La Vieille Ferme Red B/B,17.0,24.99,3000.0,24,408.0,0,0,0,0,6070.09,-408.0,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,25204,Ch Rollan de By Medoc,17.0,24.99,750.0,24,408.0,0,0,0,0,13605.41,-408.0,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21114,Wicked Juicy Grenache,6.8,9.99,750.0,60,408.0,0,0,0,0,68054.7,-408.0,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21427,Verde Sole Chard,6.8,14.99,750.0,60,408.0,0,0,0,0,68054.7,-408.0,-inf,0.0,0.0
6213,MHW LTD,3955,Wyborowa Vodka,13.59,16.99,1750.0,30,407.70000000000005,0,0,0,0,9621.58,-407.70000000000005,-inf,0.0,0.0
8892,TRINCHERO FAMILY ESTATES,26457,Luxury Edition Pnt Nr Rose S,8.49,12.99,750.0,48,407.52,0,0,0,0,11595.97,-407.52,-inf,0.0,0.0
10754,PERFECTA WINES,20353,Quinta da Cosaboa TintaBoa,8.49,12.99,750.0,48,407.52,0,0,0,0,28720.52,-407.52,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,395,Woodford Rsv Mt Washington,33.82,45.99,1000.0,12,405.84,0,0,0,0,68601.68,-405.84,-inf,0.0,0.0
1590,DIAGEO CHATEAU ESTATE WINES,43499,Sterling Vntrs Cltn Chard,4.83,7.49,750.0,84,405.72,0,0,0,0,7259.75,-405.72,-inf,0.0,0.0
9552,M S WALKER INC,688,Thatchers Organic Cucumber,7.51,9.99,750.0,54,405.54,0,0,0,0,55551.82,-405.54,-inf,0.0,0.0
1650,Circa Wines,26093,Pietro Rinaldi Argante Nebbi,16.88,25.99,750.0,24,405.12,0,0,0,0,211.97,-405.12,-inf,0.0,0.0
90024,VINILANDIA USA,12625,Tiamo Pnt Grigio,8.44,12.99,750.0,48,405.12,0,0,0,0,2802.64,-405.12,-inf,0.0,0.0
8673,STE MICHELLE WINE ESTATES,19547,Ch Ste Michelle Chard Mimi,6.75,9.99,750.0,60,405.0,0,0,0,0,15919.7,-405.0,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1550,Jack Daniels Tennessee Fire,2.91,3.99,100.0,139,404.49,0,0,0,0,68601.68,-404.49,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,18972,Schug Pnt Nr Carneros,7.09,10.99,375.0,57,404.13,0,0,0,0,144929.24,-404.13,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,16381,Merryvale Signature 07 Cab S,44.82,64.99,750.0,9,403.38,0,0,0,0,144929.24,-403.38,-inf,0.0,0.0
1587,VINEYARD BRANDS INC,19786,Warre's Vintage Port 2011,50.33,74.99,750.0,8,402.64,0,0,0,0,6070.09,-402.64,-inf,0.0,0.0
7153,PINE STATE TRADING CO,22093,Trione Family Vyds Svgn Bl,16.77,24.99,750.0,24,402.48,0,0,0,0,15884.82,-402.48,-inf,0.0,0.0
9552,M S WALKER INC,21169,Honoro Vera Organic Jumilla,5.59,8.49,750.0,72,402.48,0,0,0,0,55551.82,-402.48,-inf,0.0,0.0
10754,PERFECTA WINES,506,Robert Sinskey Pnt Gris,16.77,24.99,375.0,24,402.48,0,0,0,0,28720.52,-402.48,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,21997,Magnolia Court Merlot Paso R,8.38,12.99,750.0,48,402.24,0,0,0,0,68054.7,-402.24,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,1997,Charles Goodnight Bourbon,30.93,42.99,750.0,13,402.09000000000003,0,0,0,0,144929.24,-402.09000000000003,-inf,0.0,0.0
7153,PINE STATE TRADING CO,20885,Rentas De Fincas Rioja,6.7,19.99,750.0,60,402.0,0,0,0,0,15884.82,-402.0,-inf,0.0,0.0
12331,STELLAR IMPORTING CO LLC,17463,Zacharias Chard,6.7,9.99,750.0,60,402.0,0,0,0,0,119.23,-402.0,-inf,0.0,0.0
17035,PERNOD RICARD USA,37722,Jacobs Crk Shirz Rsv,6.7,12.99,750.0,60,402.0,0,0,0,0,123780.22,-402.0,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,19699,Seratina Primitivo,6.8,9.99,750.0,59,401.2,0,0,0,0,144929.24,-401.2,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,23335,Ch Leoville Las Cases 11 Jul,133.33,199.99,750.0,3,399.99,0,0,0,0,19016.59,-399.99,-inf,0.0,0.0
