VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
1128,BROWN-FORMAN CORP,1233,Jack Daniels No 7 Black,26.27,36.99,1750.0,145080,3811251.6,0,0,0,0,68601.68,-3811251.6,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,3405,Tito's Handmade Vodka,23.19,28.99,1750.0,164038,3804041.22,0,0,0,0,144929.24,-3804041.22,-inf,0.0,0.0
17035,PERNOD RICARD USA,8068,Absolut 80 Proof,18.24,24.99,1750.0,187407,3418303.68,0,0,0,0,123780.22,-3418303.68,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4261,Capt Morgan Spiced Rum,16.17,22.99,1750.0,201682,3261197.94,0,0,0,0,257032.07,-3261197.94,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3545,Ketel One Vodka,21.89,29.99,1750.0,138109,3023206.01,0,0,0,0,257032.07,-3023206.01,-inf,0.0,0.0
480,BACARDI USA INC,3858,Grey Goose Vodka,17.77,23.99,750.0,138809,2466635.93,0,0,0,0,89286.27,-2466635.93,-inf,0.0,0.0
17035,PERNOD RICARD USA,2589,Jameson Irish Whiskey,30.76,39.99,1750.0,70783,2177285.08,0,0,0,0,123780.22,-2177285.08,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3102,Smirnoff Traveler,12.94,17.99,1750.0,161386,2088334.84,0,0,0,0,257032.07,-2088334.84,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3489,Tanqueray,20.73,27.99,1750.0,91835,1903739.55,0,0,0,0,257032.07,-1903739.55,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1376,Jim Beam,16.29,21.99,1750.0,108866,1773427.14,0,0,0,0,123880.97,-1773427.14,-inf,0.0,0.0
17035,PERNOD RICARD USA,2585,Jameson Irish Whiskey,16.42,22.99,750.0,93205,1530426.1,0,0,0,0,123780.22,-1530426.1,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2757,Johnnie Walker Red Label,22.38,29.99,1750.0,66942,1498161.96,0,0,0,0,257032.07,-1498161.96,-inf,0.0,0.0
480,BACARDI USA INC,2663,Dewars White Label,21.42,29.99,1750.0,69001,1478001.42,0,0,0,0,89286.27,-1478001.42,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,6570,Kendall Jackson Chard Vt RSV,6.77,10.99,750.0,215668,1460072.3599999999,0,0,0,0,17587.59,-1460072.3599999999,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,3650,Patron Silver Tequila,33.81,48.99,750.0,42951,1452173.31,0,0,0,0,68054.7,-1452173.31,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2753,Johnnie Walker Black Label,44.77,59.99,1750.0,31596,1414552.92,0,0,0,0,257032.07,-1414552.92,-inf,0.0,0.0
17035,PERNOD RICARD USA,5364,Kahlua,23.07,29.99,1750.0,60645,1399080.15,0,0,0,0,123780.22,-1399080.15,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8082,Baileys Irish Cream,21.73,33.99,1750.0,64249,1396130.77,0,0,0,0,257032.07,-1396130.77,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8680,Crown Royal,28.88,39.99,1750.0,47546,1373128.48,0,0,0,0,257032.07,-1373128.48,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4260,Capt Morgan Original Barrel,16.66,21.99,1750.0,79078,1317439.48,0,0,0,0,257032.07,-1317439.48,-inf,0.0,0.0
480,BACARDI USA INC,3348,Bombay Sapphire Gin,22.38,29.99,1750.0,57349,1283470.62,0,0,0,0,89286.27,-1283470.62,-inf,0.0,0.0
480,BACARDI USA INC,3857,Grey Goose Vodka,38.27,49.99,1750.0,33388,1277758.76,0,0,0,0,89286.27,-1277758.76,-inf,0.0,0.0
8664,"STOLI GROUP,(USA) LLC",8112,Stolichnaya,19.52,24.99,1750.0,61936,1208990.72,0,0,0,0,18544.49,-1208990.72,-inf,0.0,0.0
480,BACARDI USA INC,126,Grey Goose Vodka,20.14,32.99,1000.0,59878,1205942.92,0,0,0,0,89286.27,-1205942.92,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3512,Pinnacle Vodka,11.76,16.99,1750.0,101480,1193404.8,0,0,0,0,123880.97,-1193404.8,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,2120,Canadian Club,12.21,16.99,1750.0,97473,1190145.33,0,0,0,0,123880.97,-1190145.33,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,8159,Jose Cuervo Especial,19.69,25.99,1750.0,59088,1163442.72,0,0,0,0,38994.78,-1163442.72,-inf,0.0,0.0
480,BACARDI USA INC,4243,Bacardi Superior Rum,14.49,19.99,1750.0,76389,1106876.61,0,0,0,0,89286.27,-1106876.61,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,6654,Veuve Clicquot Brut Yellow,27.2,39.99,750.0,40380,1098336.0,0,0,0,0,48347.26,-1098336.0,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8512,Baileys Irish Cream,14.72,19.99,750.0,72952,1073853.44,0,0,0,0,257032.07,-1073853.44,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,3802,Three Olives Vodka,13.43,18.99,1750.0,77066,1034996.38,0,0,0,0,38994.78,-1034996.38,-inf,0.0,0.0
11567,CAMPARI AMERICA,3826,Skyy Vodka,15.74,19.99,1750.0,65382,1029112.6799999999,0,0,0,0,20964.81,-1029112.6799999999,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,42188,Moet & Chandon Nectar Imp Rs,34.01,52.99,750.0,29829,1014484.29,0,0,0,0,48347.26,-1014484.29,-inf,0.0,0.0
17035,PERNOD RICARD USA,3423,Beefeater,21.25,26.99,1750.0,46163,980963.75,0,0,0,0,123780.22,-980963.75,-inf,0.0,0.0
8004,SAZERAC CO INC,5138,Fireball Cinnamon Whisky,11.1,13.99,750.0,87954,976289.4,0,0,0,0,50293.62,-976289.4,-inf,0.0,0.0
17035,PERNOD RICARD USA,5734,Malibu Rum,15.82,21.99,1750.0,61639,975128.98,0,0,0,0,123780.22,-975128.98,-inf,0.0,0.0
480,BACARDI USA INC,4227,Bacardi Superior Rum Trav,14.17,17.99,1750.0,68294,967725.98,0,0,0,0,89286.27,-967725.98,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,3505,Tito's Handmade Vodka,13.76,18.99,750.0,69299,953554.24,0,0,0,0,144929.24,-953554.24,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1232,Jack Daniels No 7 Black,15.93,22.99,750.0,52932,843206.76,0,0,0,0,68601.68,-843206.76,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1385,Makers Mark,20.45,26.99,750.0,41048,839431.6,0,0,0,0,123880.97,-839431.6,-inf,0.0,0.0
8004,SAZERAC CO INC,5103,Fireball Cinnamon Whisky,17.14,23.99,1750.0,44198,757553.72,0,0,0,0,50293.62,-757553.72,-inf,0.0,0.0
17035,PERNOD RICARD USA,8000,The Glenlivet 12 Yr Single,53.96,67.99,1750.0,13759,742435.64,0,0,0,0,123780.22,-742435.64,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2432,Crown Royal,17.59,22.99,750.0,41893,736897.87,0,0,0,0,257032.07,-736897.87,-inf,0.0,0.0
17035,PERNOD RICARD USA,5365,Kahlua,14.84,18.99,750.0,48583,720971.72,0,0,0,0,123780.22,-720971.72,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3876,Smirnoff 80 Proof,13.95,19.99,1750.0,50962,710919.9,0,0,0,0,257032.07,-710919.9,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,3913,Svedka Vodka,14.28,17.99,1750.0,48481,692308.68,0,0,0,0,79528.99,-692308.68,-inf,0.0,0.0
8004,SAZERAC CO INC,3522,Platinum 7X Distilled Vodka,9.62,12.99,1750.0,71899,691668.38,0,0,0,0,50293.62,-691668.38,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,2114,Black Velvet Canadian Whisky,9.41,12.99,1750.0,73227,689066.07,0,0,0,0,79528.99,-689066.07,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,11219,Josh Cellars Cab Svgn Sonoma,8.44,12.99,750.0,80030,675453.2,0,0,0,0,144929.24,-675453.2,-inf,0.0,0.0
9552,M S WALKER INC,3893,Zhenka 80 Proof,7.93,9.99,1750.0,81447,645874.71,0,0,0,0,55551.82,-645874.71,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,811,Jack Daniels No 7 Black,19.84,29.99,1000.0,32554,645871.36,0,0,0,0,68601.68,-645871.36,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2443,Seagrams VO,13.48,16.99,1750.0,47654,642375.92,0,0,0,0,257032.07,-642375.92,-inf,0.0,0.0
660,SAZERAC NORTH AMERICA INC.,2127,Canadian Ltd,7.19,10.49,1750.0,86887,624717.53,0,0,0,0,17932.33,-624717.53,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,6682,R M Woodbridge Chard Cal,6.03,8.99,1500.0,101547,612328.41,0,0,0,0,79528.99,-612328.41,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3798,Ciroc Apple Vodka,19.83,28.99,750.0,30830,611358.9,0,0,0,0,257032.07,-611358.9,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4262,Capt Morgan Spiced Rum,11.19,13.99,750.0,54552,610436.88,0,0,0,0,257032.07,-610436.88,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,2015,Jack Daniels Tennessee Honey,18.1,22.99,750.0,33715,610241.5,0,0,0,0,68601.68,-610241.5,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1737,Makers Mark,34.3,51.99,1750.0,17537,601519.1,0,0,0,0,123880.97,-601519.1,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,38370,Oyster Bay Svgn Bl Marlboro,6.59,9.95,750.0,91140,600612.6,0,0,0,0,144929.24,-600612.6,-inf,0.0,0.0
6785,PALM BAY INTERNATIONAL INC,6937,Cavit Pinot Grigio,6.75,9.99,1500.0,88752,599076.0,0,0,0,0,13605.41,-599076.0,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,4689,Hennessy Privilege VSOP,33.33,45.99,750.0,17838,594540.54,0,0,0,0,48347.26,-594540.54,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,3040,Tito's Handmade Vodka,16.54,23.99,1000.0,35922,594149.88,0,0,0,0,144929.24,-594149.88,-inf,0.0,0.0
17035,PERNOD RICARD USA,3625,Absolut 80 Proof,12.59,16.99,750.0,45969,578749.7100000001,0,0,0,0,123780.22,-578749.7100000001,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,7865,Moet & Chandon Imperial,23.97,34.99,750.0,24088,577389.36,0,0,0,0,48347.26,-577389.36,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1346,Knob Creek Bourbon,22.55,29.99,750.0,25540,575927.0,0,0,0,0,123880.97,-575927.0,-inf,0.0,0.0
7239,REMY COINTREAU USA INC,5242,Cointreau Liqueur,22.05,29.99,750.0,25361,559210.05,0,0,0,0,16978.67,-559210.05,-inf,0.0,0.0
7239,REMY COINTREAU USA INC,4722,Remy Martin VSOP Cognac,27.77,34.99,750.0,19910,552900.7000000001,0,0,0,0,16978.67,-552900.7000000001,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,6967,Santa Margherita Pnt Grigio,11.89,19.99,750.0,46257,549995.73,0,0,0,0,144929.24,-549995.73,-inf,0.0,0.0
8664,"STOLI GROUP,(USA) LLC",3630,Stolichnaya Razberi,19.83,24.99,1750.0,27479,544908.57,0,0,0,0,18544.49,-544908.57,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,2760,Jack Daniels Tennessee Honey,28.02,38.99,1750.0,19219,538516.38,0,0,0,0,68601.68,-538516.38,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8178,Bulleit Bourbon,18.51,25.99,750.0,28421,526072.71,0,0,0,0,257032.07,-526072.71,-inf,0.0,0.0
3089,SIDNEY FRANK IMPORTING CO,5445,Jagermeister Liqueur,11.76,15.99,750.0,44330,521320.8,0,0,0,0,8549.55,-521320.8,-inf,0.0,0.0
3252,E & J GALLO WINERY,14006,Apothic Winemakers Red Blend,5.44,9.99,750.0,94779,515597.76,0,0,0,0,61966.91,-515597.76,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,3238,Hendrick's Gin,22.83,29.99,750.0,22352,510296.16,0,0,0,0,30234.420000000002,-510296.16,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3980,Hornitos Reposado Tequila,31.99,39.99,1750.0,15805,505601.95,0,0,0,0,123880.97,-505601.95,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,3776,Jose Cuervo Especial Silver,18.56,25.99,1750.0,26795,497315.2,0,0,0,0,38994.78,-497315.2,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3746,Gordons Vodka 80 Proof,8.52,12.99,1750.0,58309,496792.68,0,0,0,0,257032.07,-496792.68,-inf,0.0,0.0
17035,PERNOD RICARD USA,3728,Absolut Citron,18.93,24.99,1750.0,25959,491403.87,0,0,0,0,123780.22,-491403.87,-inf,0.0,0.0
3924,HEAVEN HILL DISTILLERIES,3243,Burnetts Vodka,8.26,10.49,1750.0,57575,475569.5,0,0,0,0,14069.87,-475569.5,-inf,0.0,0.0
3089,SIDNEY FRANK IMPORTING CO,5440,Jagermeister Liqueur,25.92,34.99,1750.0,18298,474284.16000000003,0,0,0,0,8549.55,-474284.16000000003,-inf,0.0,0.0
480,BACARDI USA INC,4245,Bacardi Superior Rum,7.93,11.99,750.0,58816,466410.88,0,0,0,0,89286.27,-466410.88,-inf,0.0,0.0
9165,ULTRA BEVERAGE COMPANY LLP,36378,MezzaCorona Pnt Grigio,6.83,9.97,1500.0,68084,465013.72,0,0,0,0,68054.7,-465013.72,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,4198,Sailor Jerry Spiced Navy Rum,17.51,24.99,1750.0,25998,455224.98,0,0,0,0,30234.420000000002,-455224.98,-inf,0.0,0.0
10000,MAJESTIC FINE WINES,24325,La Crema Chard Sonoma Cst,10.88,15.99,750.0,41274,449061.12,0,0,0,0,17587.59,-449061.12,-inf,0.0,0.0
17035,PERNOD RICARD USA,5735,Malibu Rum,9.29,11.99,750.0,48121,447044.09,0,0,0,0,123780.22,-447044.09,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,5342,Grand Marnier,19.85,28.99,750.0,22234,441344.89999999997,0,0,0,0,48347.26,-441344.89999999997,-inf,0.0,0.0
2555,DISARONNO INTERNATIONAL LLC,5311,Amaretto DiSaronno,23.7,31.99,1750.0,18409,436293.3,0,0,0,0,5861.03,-436293.3,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,19748,Clos du Bois Chard,9.2,13.99,1500.0,47153,433807.6,0,0,0,0,79528.99,-433807.6,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,3668,Belvedere Polish Vodka,34.12,42.99,1750.0,12713,433767.56,0,0,0,0,48347.26,-433767.56,-inf,0.0,0.0
2561,EDRINGTON AMERICAS,2520,The Macallan 12 Yr Old,42.21,62.99,750.0,10227,431681.67,0,0,0,0,9654.5,-431681.67,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8202,Sambuca Romana,13.33,17.99,750.0,32375,431558.75,0,0,0,0,257032.07,-431558.75,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3276,Gordons London Dry,9.62,14.99,1750.0,44631,429350.22,0,0,0,0,257032.07,-429350.22,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,497,Capt Morgan Spiced Rum,14.7,19.99,1000.0,29200,429240.0,0,0,0,0,257032.07,-429240.0,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1883,Seagrams 7 Crown,13.23,17.99,1750.0,32253,426707.19,0,0,0,0,257032.07,-426707.19,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2767,Johnnie Walker Blue Label,139.7,189.99,750.0,2963,413931.10000000003,0,0,0,0,257032.07,-413931.10000000003,-inf,0.0,0.0
17035,PERNOD RICARD USA,482,Absolut 80 Proof,14.28,21.99,1000.0,28888,412520.64,0,0,0,0,123780.22,-412520.64,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8778,Bulleit Bourbon,37.29,49.99,1750.0,10966,408922.14,0,0,0,0,257032.07,-408922.14,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1220,Woodford Reserve Bourbon,21.89,29.99,750.0,18645,408139.05,0,0,0,0,68601.68,-408139.05,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2418,Crown Royal Regal Apple,16.53,22.99,750.0,24558,405943.74,0,0,0,0,257032.07,-405943.74,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,8504,R M Woodbridge Cab Svgn Cal,5.84,8.99,1500.0,69263,404495.92,0,0,0,0,79528.99,-404495.92,-inf,0.0,0.0
660,SAZERAC NORTH AMERICA INC.,3684,Fleischmanns Royal Vodka,7.68,9.99,1750.0,52351,402055.68,0,0,0,0,17932.33,-402055.68,-inf,0.0,0.0
3252,E & J GALLO WINERY,14622,La Marca Prosecco,8.66,12.99,750.0,46387,401711.42,0,0,0,0,61966.91,-401711.42,-inf,0.0,0.0
8004,SAZERAC CO INC,3246,Bentley's Vodka,6.71,8.79,1750.0,59841,401533.11,0,0,0,0,50293.62,-401533.11,-inf,0.0,0.0
17035,PERNOD RICARD USA,8339,The Glenlivet 12 Yr Single,30.21,42.99,750.0,13250,400282.5,0,0,0,0,123780.22,-400282.5,-inf,0.0,0.0
2555,DISARONNO INTERNATIONAL LLC,5312,Amaretto DiSaronno,14.7,21.99,750.0,27186,399634.2,0,0,0,0,5861.03,-399634.2,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1869,Oban 14-Yr Single Malt,40.14,54.99,750.0,9892,397064.88,0,0,0,0,257032.07,-397064.88,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,8622,Dom Perignon,87.09,145.99,750.0,4544,395736.95999999996,0,0,0,0,48347.26,-395736.95999999996,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1868,Lagavulin Single Malt 16-Yr,49.62,66.99,750.0,7821,388078.02,0,0,0,0,257032.07,-388078.02,-inf,0.0,0.0
480,BACARDI USA INC,508,Bacardi Superior Rum,9.77,12.99,1000.0,38957,380609.89,0,0,0,0,89286.27,-380609.89,-inf,0.0,0.0
3924,HEAVEN HILL DISTILLERIES,1180,Evan Williams Black Label B,13.07,16.99,1750.0,29070,379944.9,0,0,0,0,14069.87,-379944.9,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,4673,Hennessy VS Cognac,46.66,69.99,1750.0,8132,379439.12,0,0,0,0,48347.26,-379439.12,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,2143,Canadian Mist,10.07,12.99,1750.0,37653,379165.71,0,0,0,0,68601.68,-379165.71,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,11214,Caymus Cab Svgn Napa Vly,50.33,74.99,750.0,7505,377726.65,0,0,0,0,144929.24,-377726.65,-inf,0.0,0.0
17035,PERNOD RICARD USA,2646,Chivas Regal,43.3,58.99,1750.0,8702,376796.6,0,0,0,0,123780.22,-376796.6,-inf,0.0,0.0
7245,PROXIMO SPIRITS INC.,8691,Jose Cuervo Especial,11.9,14.99,750.0,31495,374790.5,0,0,0,0,38994.78,-374790.5,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4330,Capt Morgan Spiced Rum 100,20.79,25.99,1750.0,17755,369126.45,0,0,0,0,257032.07,-369126.45,-inf,0.0,0.0
1485,CASTLE BRANDS CORP.,4225,Goslings Black Seal Bermuda,18.37,24.99,1750.0,20089,369034.93,0,0,0,0,8497.59,-369034.93,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,6479,Clos du Bois Chard,5.95,8.99,750.0,61869,368120.55,0,0,0,0,79528.99,-368120.55,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,3485,Luksusowa Potato Vodka,15.03,19.99,1750.0,24202,363756.06,0,0,0,0,144929.24,-363756.06,-inf,0.0,0.0
17035,PERNOD RICARD USA,800,Jameson Irish Whiskey,24.02,31.99,1000.0,15142,363710.84,0,0,0,0,123780.22,-363710.84,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,1345,Basil Hayden Bourbon,28.45,37.99,750.0,12761,363050.45,0,0,0,0,123880.97,-363050.45,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,1956,Balvenie 12 Yr Doublewood S,39.99,53.99,750.0,9013,360429.87,0,0,0,0,30234.420000000002,-360429.87,-inf,0.0,0.0
17035,PERNOD RICARD USA,2932,Jameson Black Barrel,24.61,31.99,750.0,14642,360339.62,0,0,0,0,123780.22,-360339.62,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,5391,Kamora Coffee,12.02,15.99,1750.0,29914,359566.28,0,0,0,0,123880.97,-359566.28,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,1384,Bulleit 95 Rye,18.93,25.99,750.0,18900,357777.0,0,0,0,0,257032.07,-357777.0,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,38546,Mark West Pnt Nr Sonoma,5.06,9.99,750.0,70531,356886.86,0,0,0,0,79528.99,-356886.86,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3982,Hornitos Reposado Tequila,14.38,19.99,750.0,24801,356638.38,0,0,0,0,123880.97,-356638.38,-inf,0.0,0.0
3252,E & J GALLO WINERY,3180,New Amsterdam Vodka,10.94,16.99,1750.0,32413,354598.22,0,0,0,0,61966.91,-354598.22,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1789,Jack Daniels Tennesse Fire,17.16,22.99,750.0,20590,353324.39999999997,0,0,0,0,68601.68,-353324.39999999997,-inf,0.0,0.0
1485,CASTLE BRANDS CORP.,1269,Jeffersons Bourbon,19.11,25.99,750.0,18458,352732.38,0,0,0,0,8497.59,-352732.38,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3456,Tanqueray Sterling Vodka,13.27,18.99,1750.0,26543,352225.61,0,0,0,0,257032.07,-352225.61,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,23143,Bogle Chard,4.65,6.79,750.0,74342,345690.3,0,0,0,0,144929.24,-345690.3,-inf,0.0,0.0
1128,BROWN-FORMAN CORP,1231,Jack Daniels No 7 Black,9.48,12.99,375.0,36450,345546.0,0,0,0,0,68601.68,-345546.0,-inf,0.0,0.0
480,BACARDI USA INC,3344,Bombay Sapphire Gin,14.49,19.99,750.0,23798,344833.02,0,0,0,0,89286.27,-344833.02,-inf,0.0,0.0
8004,SAZERAC CO INC,5191,Fireball Cinnamon Whiskey,7.93,9.99,375.0,43352,343781.36,0,0,0,0,50293.62,-343781.36,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3878,Smirnoff 80 Proof,7.96,10.99,750.0,43015,342399.4,0,0,0,0,257032.07,-342399.4,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3352,Ciroc Coconut Vodka,18.79,24.99,750.0,18095,340005.05,0,0,0,0,257032.07,-340005.05,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3253,Gilbeys London Dry,9.08,12.49,1750.0,37423,339800.83999999997,0,0,0,0,123880.97,-339800.83999999997,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,1921,Glenfiddich Special Rsv 12,52.71,67.99,1750.0,6436,339241.56,0,0,0,0,30234.420000000002,-339241.56,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,4264,Capt Morgan Spiced Rum Trav,11.53,16.99,750.0,29352,338428.56,0,0,0,0,257032.07,-338428.56,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2752,Johnnie Walker Black Label,26.31,38.99,750.0,12778,336189.18,0,0,0,0,257032.07,-336189.18,-inf,0.0,0.0
12546,JIM BEAM BRANDS COMPANY,3997,Hornitos Plata Tequila,14.05,19.99,750.0,23835,334881.75,0,0,0,0,123880.97,-334881.75,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,3234,Hendrick's Gin,45.92,62.99,1750.0,7290,334756.8,0,0,0,0,30234.420000000002,-334756.8,-inf,0.0,0.0
8004,SAZERAC CO INC,1767,Buffalo Trace Bourbon,19.37,24.99,750.0,17274,334597.38,0,0,0,0,50293.62,-334597.38,-inf,0.0,0.0
3664,WILLIAM GRANT & SONS INC,5337,Drambuie,20.6,27.99,750.0,16167,333040.2,0,0,0,0,30234.420000000002,-333040.2,-inf,0.0,0.0
7239,REMY COINTREAU USA INC,4437,Mount Gay Eclipse,23.48,30.99,1750.0,14171,332735.08,0,0,0,0,16978.67,-332735.08,-inf,0.0,0.0
1392,CONSTELLATION BRANDS INC,11213,Meiomi Pnt Nr,12.66,19.99,750.0,26190,331565.39999999997,0,0,0,0,79528.99,-331565.39999999997,-inf,0.0,0.0
8004,SAZERAC CO INC,5299,Southern Comfort,15.26,21.99,1750.0,21713,331340.38,0,0,0,0,50293.62,-331340.38,-inf,0.0,0.0
7239,REMY COINTREAU USA INC,782,Remy Martin 1738 Accord Ryl,35.15,54.99,750.0,9415,330937.25,0,0,0,0,16978.67,-330937.25,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,2889,Buchanans Deluxe 12Yr Scotch,23.07,31.99,750.0,14260,328978.2,0,0,0,0,257032.07,-328978.2,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,3549,Ketel One Vodka,17.82,26.99,750.0,18322,326498.04,0,0,0,0,257032.07,-326498.04,-inf,0.0,0.0
17035,PERNOD RICARD USA,857,Kahlua,16.17,21.99,1000.0,20165,326068.05,0,0,0,0,123780.22,-326068.05,-inf,0.0,0.0
3960,DIAGEO NORTH AMERICA INC,8506,Myers Original Dark Rum,21.42,29.99,1750.0,15187,325305.54000000004,0,0,0,0,257032.07,-325305.54000000004,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,14672,Duckhorn Decoy Cab Svgn,11.61,21.99,750.0,27814,322920.54,0,0,0,0,144929.24,-322920.54,-inf,0.0,0.0
4425,MARTIGNETTI COMPANIES,6579,J Lohr Riverstone Chard,5.8,8.99,750.0,54960,318768.0,0,0,0,0,144929.24,-318768.0,-inf,0.0,0.0
3252,E & J GALLO WINERY,2164,New Amsterdam Gin,12.14,16.99,1750.0,26071,316501.94,0,0,0,0,61966.91,-316501.94,-inf,0.0,0.0
2000,SOUTHERN WINE & SPIRITS NE,27854,F Coppola Black Label Claret,10.2,14.99,750.0,30869,314863.8,0,0,0,0,19016.59,-314863.8,-inf,0.0,0.0
8112,MOET HENNESSY USA INC,3682,Belvedere Vodka,16.66,22.99,750.0,18848,314007.68,0,0,0,0,48347.26,-314007.68,-inf,0.0,0.0
9552,M S WALKER INC,7878,Allens Coffee Brandy,9.99,15.99,1750.0,31200,311688.0,0,0,0,0,55551.82,-311688.0,-inf,0.0,0.0
2561,EDRINGTON AMERICAS,1634,The Famous Grouse,20.73,29.99,1750.0,15031,311592.63,0,0,0,0,9654.5,-311592.63,-inf,0.0,0.0
